id,acronym,name,color_hex_triplet,graph_id,graph_order,parent_structure_id,structure_id_path
4014,PrG-il,"precentral gyrus, left, inferior lateral aspect of gyrus",E8D659,10,74,4011.0,/4005/4006/4007/4008/4009/4010/4011/4014/
4015,PrG-cs,"precentral gyrus, left, bank of the central sulcus",E8D659,10,75,4011.0,/4005/4006/4007/4008/4009/4010/4011/4015/
4016,PrG,"precentral gyrus, right",E8D659,10,76,4010.0,/4005/4006/4007/4008/4009/4010/4016/
4017,PrG-prc,"precentral gyrus, right, bank of the precentral sulcus",E8D659,10,77,4016.0,/4005/4006/4007/4008/4009/4010/4016/4017/
4018,PrG-sl,"precentral gyrus, right, superior lateral aspect of gyrus",E8D659,10,78,4016.0,/4005/4006/4007/4008/4009/4010/4016/4018/
4019,PrG-il,"precentral gyrus, right, inferior lateral aspect of gyrus",E8D659,10,79,4016.0,/4005/4006/4007/4008/4009/4010/4016/4019/
4020,PrG-cs,"precentral gyrus, right, bank of the central sulcus",E8D659,10,80,4016.0,/4005/4006/4007/4008/4009/4010/4016/4020/
4021,SFG,superior frontal gyrus,E8D959,10,81,4009.0,/4005/4006/4007/4008/4009/4021/
4022,SFG,"superior frontal gyrus, left",E8D959,10,82,4021.0,/4005/4006/4007/4008/4009/4021/4022/
4023,SFG-m,"superior frontal gyrus, left, medial bank of gyrus",E8D959,10,83,4022.0,/4005/4006/4007/4008/4009/4021/4022/4023/
4024,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",E8D959,10,84,4022.0,/4005/4006/4007/4008/4009/4021/4022/4024/
4025,SFG,"superior frontal gyrus, right",E8D959,10,85,4021.0,/4005/4006/4007/4008/4009/4021/4025/
4026,SFG-m,"superior frontal gyrus, right, medial bank of gyrus",E8D959,10,86,4025.0,/4005/4006/4007/4008/4009/4021/4025/4026/
4027,SFG-l,"superior frontal gyrus, right, lateral bank of gyrus",E8D959,10,87,4025.0,/4005/4006/4007/4008/4009/4021/4025/4027/
4897,SRoG,superior rostral gyrus,E8DB59,10,88,4009.0,/4005/4006/4007/4008/4009/4897/
4898,SRoG,"superior rostral gyrus, left",E8DB59,10,89,4897.0,/4005/4006/4007/4008/4009/4897/4898/
4899,SRoG,"superior rostral gyrus, right",E8DB59,10,90,4897.0,/4005/4006/4007/4008/4009/4897/4899/
4268,Ins,insula,FEFF61,10,91,4008.0,/4005/4006/4007/4008/4268/
4269,LIG,long insular gyri,FFF161,10,92,4268.0,/4005/4006/4007/4008/4268/4269/
4270,LIG,"long insular gyri, left",FFF161,10,93,4269.0,/4005/4006/4007/4008/4268/4269/4270/
4271,LIG,"long insular gyri, right",FFF161,10,94,4269.0,/4005/4006/4007/4008/4268/4269/4271/
4272,SIG,short insular gyri,EFFF61,10,95,4268.0,/4005/4006/4007/4008/4268/4272/
4273,SIG,"short insular gyri, left",EFFF61,10,96,4272.0,/4005/4006/4007/4008/4268/4272/4273/
4274,SIG,"short insular gyri, right",EFFF61,10,97,4272.0,/4005/4006/4007/4008/4268/4272/4274/
4219,LL,limbic lobe,BF934C,10,98,4008.0,/4005/4006/4007/4008/4219/
4220,CgG,cingulate gyrus,7F6233,10,99,4219.0,/4005/4006/4007/4008/4219/4220/
4221,CgGf,"cingulate gyrus, frontal part",7F5B33,10,100,4220.0,/4005/4006/4007/4008/4219/4220/4221/
4222,CgGf,"cingulate gyrus, frontal part, left",7F5B33,10,101,4221.0,/4005/4006/4007/4008/4219/4220/4221/4222/
4223,CgGf-s,"cingulate gyrus, frontal part, left, superior bank of gyrus",7F5B33,10,102,4222.0,/4005/4006/4007/4008/4219/4220/4221/4222/4223/
4224,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",7F5B33,10,103,4222.0,/4005/4006/4007/4008/4219/4220/4221/4222/4224/
4225,CgGf,"cingulate gyrus, frontal part, right",7F5B33,10,104,4221.0,/4005/4006/4007/4008/4219/4220/4221/4225/
4226,CgGf-s,"cingulate gyrus, frontal part, right, superior bank of gyrus",7F5B33,10,105,4225.0,/4005/4006/4007/4008/4219/4220/4221/4225/4226/
4227,CgGf-i,"cingulate gyrus, frontal part, right, inferior bank of gyrus",7F5B33,10,106,4225.0,/4005/4006/4007/4008/4219/4220/4221/4225/4227/
4228,CgGp,"cingulate gyrus, parietal part",7F6233,10,107,4220.0,/4005/4006/4007/4008/4219/4220/4228/
4229,CgGp,"cingulate gyrus, parietal part, left",7F6233,10,108,4228.0,/4005/4006/4007/4008/4219/4220/4228/4229/
4230,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",7F6233,10,109,4229.0,/4005/4006/4007/4008/4219/4220/4228/4229/4230/
4231,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",7F6233,10,110,4229.0,/4005/4006/4007/4008/4219/4220/4228/4229/4231/
4232,CgGp,"cingulate gyrus, parietal part, right",7F6233,10,111,4228.0,/4005/4006/4007/4008/4219/4220/4228/4232/
4233,CgGp-s,"cingulate gyrus, parietal part, right, superior bank of gyrus",7F6233,10,112,4232.0,/4005/4006/4007/4008/4219/4220/4228/4232/4233/
4234,CgGp-i,"cingulate gyrus, parietal part, right, inferior bank of gyrus",7F6233,10,113,4232.0,/4005/4006/4007/4008/4219/4220/4228/4232/4234/
4235,CgGr,"cingulate gyrus, retrosplenial part",7F6933,10,114,4220.0,/4005/4006/4007/4008/4219/4220/4235/
4236,CgGr,"cingulate gyrus, retrosplenial part, left",7F6933,10,115,4235.0,/4005/4006/4007/4008/4219/4220/4235/4236/
4237,CgGr-s,"cingulate gyrus, retrosplenial part, left, superior bank of gyrus",7F6933,10,116,4236.0,/4005/4006/4007/4008/4219/4220/4235/4236/4237/
4238,CgGr-i,"cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",7F6933,10,117,4236.0,/4005/4006/4007/4008/4219/4220/4235/4236/4238/
4239,CgGr,"cingulate gyrus, retrosplenial part, right",7F6933,10,118,4235.0,/4005/4006/4007/4008/4219/4220/4235/4239/
4240,CgGr-s,"cingulate gyrus, retrosplenial part, right, superior bank of gyrus",7F6933,10,119,4239.0,/4005/4006/4007/4008/4219/4220/4235/4239/4240/
4241,CgGr-i,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",7F6933,10,120,4239.0,/4005/4006/4007/4008/4219/4220/4235/4239/4241/
4062,SCG,subcallosal cingulate gyrus,7F5F33,10,121,4220.0,/4005/4006/4007/4008/4219/4220/4062/
4063,SCG,"subcallosal cingulate gyrus, left",7F5F33,10,122,4062.0,/4005/4006/4007/4008/4219/4220/4062/4063/
4064,SCG,"subcallosal cingulate gyrus, right",7F5F33,10,123,4062.0,/4005/4006/4007/4008/4219/4220/4062/4064/
4249,HiF,hippocampal formation,FFC466,10,124,4219.0,/4005/4006/4007/4008/4219/4249/
12891,DG,dentate gyrus,FFB566,10,125,4249.0,/4005/4006/4007/4008/4219/4249/12891/
4258,DG,"dentate gyrus, left",FFB566,10,126,12891.0,/4005/4006/4007/4008/4219/4249/12891/4258/
4267,DG,"dentate gyrus, right",FFB566,10,127,12891.0,/4005/4006/4007/4008/4219/4249/12891/4267/
12892,CA1,CA1 field,FFBA66,10,128,4249.0,/4005/4006/4007/4008/4219/4249/12892/
4254,CA1,"CA1 field, left",FFBA66,10,129,12892.0,/4005/4006/4007/4008/4219/4249/12892/4254/
4263,CA1,"CA1 field, right",FFBA66,10,130,12892.0,/4005/4006/4007/4008/4219/4249/12892/4263/
12893,CA2,CA2 field,FFBF66,10,131,4249.0,/4005/4006/4007/4008/4219/4249/12893/
4255,CA2,"CA2 field, left",FFBF66,10,132,12893.0,/4005/4006/4007/4008/4219/4249/12893/4255/
4264,CA2,"CA2 field, right",FFBF66,10,133,12893.0,/4005/4006/4007/4008/4219/4249/12893/4264/
12894,CA3,CA3 field,FFC466,10,134,4249.0,/4005/4006/4007/4008/4219/4249/12894/
4256,CA3,"CA3 field, left",FFC466,10,135,12894.0,/4005/4006/4007/4008/4219/4249/12894/4256/
4265,CA3,"CA3 field, right",FFC466,10,136,12894.0,/4005/4006/4007/4008/4219/4249/12894/4265/
12895,CA4,CA4 field,FFC966,10,137,4249.0,/4005/4006/4007/4008/4219/4249/12895/
4257,CA4,"CA4 field, left",FFC966,10,138,12895.0,/4005/4006/4007/4008/4219/4249/12895/4257/
4266,CA4,"CA4 field, right",FFC966,10,139,12895.0,/4005/4006/4007/4008/4219/4249/12895/4266/
265504424,IG,indusium griseum,FFCE66,10,140,4249.0,/4005/4006/4007/4008/4219/4249/265504424/
265504428,IG,"indusium griseum, left",FFCE66,10,141,265504424.0,/4005/4006/4007/4008/4219/4249/265504424/265504428/
265504432,IG,"indusium griseum, right",FFCE66,10,142,265504424.0,/4005/4006/4007/4008/4219/4249/265504424/265504432/
12896,S,subiculum,FFD366,10,143,4249.0,/4005/4006/4007/4008/4219/4249/12896/
4251,S,"subiculum, left",FFD366,10,144,12896.0,/4005/4006/4007/4008/4219/4249/12896/4251/
4252,PrS,"presubiculum, left",FFD366,10,145,4251.0,/4005/4006/4007/4008/4219/4249/12896/4251/4252/
4253,PaS,"parasubiculum, left",FFD366,10,146,4251.0,/4005/4006/4007/4008/4219/4249/12896/4251/4253/
265504436,ProS,"prosubiculum, left",FFD366,10,147,4251.0,/4005/4006/4007/4008/4219/4249/12896/4251/265504436/
265504440,Sub,"subiculum proper, left",FFD366,10,148,4251.0,/4005/4006/4007/4008/4219/4249/12896/4251/265504440/
4260,S,"subiculum, right",FFD366,10,149,12896.0,/4005/4006/4007/4008/4219/4249/12896/4260/
4261,PrS,"presubiculum, right",FFD366,10,150,4260.0,/4005/4006/4007/4008/4219/4249/12896/4260/4261/
4262,PaS,"parasubiculum, right",FFD366,10,151,4260.0,/4005/4006/4007/4008/4219/4249/12896/4260/4262/
265504444,ProS,"prosubiculum, right",FFD366,10,152,4260.0,/4005/4006/4007/4008/4219/4249/12896/4260/265504444/
265504448,Sub,"subiculum proper, right",FFD366,10,153,4260.0,/4005/4006/4007/4008/4219/4249/12896/4260/265504448/
4242,PHG,parahippocampal gyrus,BF934C,10,154,4219.0,/4005/4006/4007/4008/4219/4242/
4243,PHG,"parahippocampal gyrus, left",BF934C,10,155,4242.0,/4005/4006/4007/4008/4219/4242/4243/
4244,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",BF934C,10,156,4243.0,/4005/4006/4007/4008/4219/4242/4243/4244/
4245,PHG-cos,"parahippocampal gyrus, left, bank of the cos",BF934C,10,157,4243.0,/4005/4006/4007/4008/4219/4242/4243/4245/
4246,PHG,"parahippocampal gyrus, right",BF934C,10,158,4242.0,/4005/4006/4007/4008/4219/4242/4246/
4247,PHG-l,"parahippocampal gyrus, right, lateral bank of gyrus",BF934C,10,159,4246.0,/4005/4006/4007/4008/4219/4242/4246/4247/
4248,PHG-cos,"parahippocampal gyrus, right, bank of the cos",BF934C,10,160,4246.0,/4005/4006/4007/4008/4219/4242/4246/4248/
10142,Pir,piriform cortex,BF9E4C,10,161,4219.0,/4005/4006/4007/4008/4219/10142/
10143,Pir,"piriform cortex, left",BF9E4C,10,162,10142.0,/4005/4006/4007/4008/4219/10142/10143/
10144,Pir,"piriform cortex, right",BF9E4C,10,163,10142.0,/4005/4006/4007/4008/4219/10142/10144/
4180,OL,occipital lobe,E88551,10,164,4008.0,/4005/4006/4007/4008/4180/
4184,Cun,cuneus,E87751,10,165,4180.0,/4005/4006/4007/4008/4180/4184/
4185,Cun,"cuneus, left",E87751,10,166,4184.0,/4005/4006/4007/4008/4180/4184/4185/
4186,Cun-pest,"cuneus, left, peristriate",E87751,10,167,4185.0,/4005/4006/4007/4008/4180/4184/4185/4186/
4187,Cun-str,"cuneus, left, striate",E87751,10,168,4185.0,/4005/4006/4007/4008/4180/4184/4185/4187/
4188,Cun,"cuneus, right",E87751,10,169,4184.0,/4005/4006/4007/4008/4180/4184/4188/
4189,Cun-pest,"cuneus, right, peristriate",E87751,10,170,4188.0,/4005/4006/4007/4008/4180/4184/4188/4189/
4190,Cun-str,"cuneus, right, striate",E87751,10,171,4188.0,/4005/4006/4007/4008/4180/4184/4188/4190/
4205,IOG,inferior occipital gyrus,E87B51,10,172,4180.0,/4005/4006/4007/4008/4180/4205/
4206,IOG,"inferior occipital gyrus, left",E87B51,10,173,4205.0,/4005/4006/4007/4008/4180/4205/4206/
4207,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",E87B51,10,174,4206.0,/4005/4006/4007/4008/4180/4205/4206/4207/
4208,IOG-i,"inferior occipital gyrus, left, inferior bank of gyrus",E87B51,10,175,4206.0,/4005/4006/4007/4008/4180/4205/4206/4208/
4209,IOG,"inferior occipital gyrus, right",E87B51,10,176,4205.0,/4005/4006/4007/4008/4180/4205/4209/
4210,IOG-s,"inferior occipital gyrus, right, superior bank of gyrus",E87B51,10,177,4209.0,/4005/4006/4007/4008/4180/4205/4209/4210/
4211,IOG-i,"inferior occipital gyrus, right, inferior bank of gyrus",E87B51,10,178,4209.0,/4005/4006/4007/4008/4180/4205/4209/4211/
4191,LiG,lingual gyrus,E88051,10,179,4180.0,/4005/4006/4007/4008/4180/4191/
4192,LiG,"lingual gyrus, left",E88051,10,180,4191.0,/4005/4006/4007/4008/4180/4191/4192/
4193,LiG-pest,"lingual gyrus, left, peristriate",E88051,10,181,4192.0,/4005/4006/4007/4008/4180/4191/4192/4193/
4194,LiG-str,"lingual gyrus, left, striate",E88051,10,182,4192.0,/4005/4006/4007/4008/4180/4191/4192/4194/
4195,LiG,"lingual gyrus, right",E88051,10,183,4191.0,/4005/4006/4007/4008/4180/4191/4195/
4196,LiG-pest,"lingual gyrus, right, peristriate",E88051,10,184,4195.0,/4005/4006/4007/4008/4180/4191/4195/4196/
4197,LiG-str,"lingual gyrus, right, striate",E88051,10,185,4195.0,/4005/4006/4007/4008/4180/4191/4195/4197/
4181,OP,occipital pole,E88551,10,186,4180.0,/4005/4006/4007/4008/4180/4181/
4182,OP,"occipital pole, left",E88551,10,187,4181.0,/4005/4006/4007/4008/4180/4181/4182/
4909,OPs,"occipital pole, left, superior aspect",E88551,10,188,4182.0,/4005/4006/4007/4008/4180/4181/4182/4909/
4910,OPi,"occipital pole, left, inferior aspect",E88551,10,189,4182.0,/4005/4006/4007/4008/4180/4181/4182/4910/
4911,OPl,"occipital pole, left, lateral aspect",E88551,10,190,4182.0,/4005/4006/4007/4008/4180/4181/4182/4911/
4183,OP,"occipital pole, right",E88551,10,191,4181.0,/4005/4006/4007/4008/4180/4181/4183/
4912,OPs,"occipital pole, right, superior aspect",E88551,10,192,4183.0,/4005/4006/4007/4008/4180/4181/4183/4912/
4913,OPi,"occipital pole, right, inferior aspect",E88551,10,193,4183.0,/4005/4006/4007/4008/4180/4181/4183/4913/
4914,OPl,"occipital pole, right, lateral aspect",E88551,10,194,4183.0,/4005/4006/4007/4008/4180/4181/4183/4914/
4198,OTG,occipito-temporal gyrus,E88A51,10,195,4180.0,/4005/4006/4007/4008/4180/4198/
4199,OTG,"occipito-temporal gyrus, left",E88A51,10,196,4198.0,/4005/4006/4007/4008/4180/4198/4199/
4200,OTG-s,"occipito-temporal gyrus, left, superior bank of gyrus",E88A51,10,197,4199.0,/4005/4006/4007/4008/4180/4198/4199/4200/
4201,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",E88A51,10,198,4199.0,/4005/4006/4007/4008/4180/4198/4199/4201/
4202,OTG,"occipito-temporal gyrus, right",E88A51,10,199,4198.0,/4005/4006/4007/4008/4180/4198/4202/
4203,OTG-s,"occipito-temporal gyrus, right, superior bank of gyrus",E88A51,10,200,4202.0,/4005/4006/4007/4008/4180/4198/4202/4203/
4204,OTG-i,"occipito-temporal gyrus, right, inferior bank of gyrus",E88A51,10,201,4202.0,/4005/4006/4007/4008/4180/4198/4202/4204/
4212,SOG,superior occipital gyrus,E88F51,10,202,4180.0,/4005/4006/4007/4008/4180/4212/
4213,SOG,"superior occipital gyrus, left",E88F51,10,203,4212.0,/4005/4006/4007/4008/4180/4212/4213/
4214,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",E88F51,10,204,4213.0,/4005/4006/4007/4008/4180/4212/4213/4214/
4215,SOG-i,"superior occipital gyrus, left, inferior bank of gyrus",E88F51,10,205,4213.0,/4005/4006/4007/4008/4180/4212/4213/4215/
4216,SOG,"superior occipital gyrus, right",E88F51,10,206,4212.0,/4005/4006/4007/4008/4180/4212/4216/
4217,SOG-s,"superior occipital gyrus, right, superior bank of gyrus",E88F51,10,207,4216.0,/4005/4006/4007/4008/4180/4212/4216/4217/
4218,SOG-i,"superior occipital gyrus, right, inferior bank of gyrus",E88F51,10,208,4216.0,/4005/4006/4007/4008/4180/4212/4216/4218/
4084,PL,parietal lobe,FF6C62,10,209,4008.0,/4005/4006/4007/4008/4084/
4103,IPL,inferior parietal lobule,FF5D62,10,210,4084.0,/4005/4006/4007/4008/4084/4103/
4111,AnG,angular gyrus,FF5D62,10,211,4103.0,/4005/4006/4007/4008/4084/4103/4111/
4112,AnG,"angular gyrus, left",FF5D62,10,212,4111.0,/4005/4006/4007/4008/4084/4103/4111/4112/
4113,AnG-s,"angular gyrus, left, superior bank of gyrus",FF5D62,10,213,4112.0,/4005/4006/4007/4008/4084/4103/4111/4112/4113/
4114,AnG-i,"angular gyrus, left, inferior bank of gyrus",FF5D62,10,214,4112.0,/4005/4006/4007/4008/4084/4103/4111/4112/4114/
4115,AnG,"angular gyrus, right",FF5D62,10,215,4111.0,/4005/4006/4007/4008/4084/4103/4111/4115/
4116,AnG-s,"angular gyrus, right, superior bank of gyrus",FF5D62,10,216,4115.0,/4005/4006/4007/4008/4084/4103/4111/4115/4116/
4117,AnG-i,"angular gyrus, right, inferior bank of gyrus",FF5D62,10,217,4115.0,/4005/4006/4007/4008/4084/4103/4111/4115/4117/
4104,SMG,supramarginal gyrus,FF5D62,10,218,4103.0,/4005/4006/4007/4008/4084/4103/4104/
4105,SMG,"supramarginal gyrus, left",FF5D62,10,219,4104.0,/4005/4006/4007/4008/4084/4103/4104/4105/
4106,SMG-s,"supramarginal gyrus, left, superior bank of gyrus",FF5D62,10,220,4105.0,/4005/4006/4007/4008/4084/4103/4104/4105/4106/
4107,SMG-i,"supramarginal gyrus, left, inferior bank of gyrus",FF5D62,10,221,4105.0,/4005/4006/4007/4008/4084/4103/4104/4105/4107/
4108,SMG,"supramarginal gyrus, right",FF5D62,10,222,4104.0,/4005/4006/4007/4008/4084/4103/4104/4108/
4109,SMG-s,"supramarginal gyrus, right, superior bank of gyrus",FF5D62,10,223,4108.0,/4005/4006/4007/4008/4084/4103/4104/4108/4109/
4110,SMG-i,"supramarginal gyrus, right, inferior bank of gyrus",FF5D62,10,224,4108.0,/4005/4006/4007/4008/4084/4103/4104/4108/4110/
4125,PCLp,"paracentral lobule, posterior part",FF6462,10,225,4084.0,/4005/4006/4007/4008/4084/4125/
4126,PCLp,"paracentral lobule, posterior part, left",FF6462,10,226,4125.0,/4005/4006/4007/4008/4084/4125/4126/
